"","athlete_full_name","discipline_title","event_title","slug_game","participant_type","medal_type","athletes","rank_equal","rank_position","country_name","country_code","country_3_letter_code","athlete_url.x","value_unit","value_type","athlete_url.y","games_participations","first_game","athlete_year_birth","athlete_medals","first_olympic_year","age","male_female","gold","silver","bronze"
"27","Ada Smolnikar","Gymnastics Artistic","floor exercises women","helsinki-1952","Athlete","","","","80","Yugoslavia","YUCS","YUG","https://olympics.com/en/athletes/ada-smolnikar","17.23","POINTS","https://olympics.com/en/athletes/ada-smolnikar",1,"Helsinki 1952",1934,"",1952,18,"female",0,0,0
"28","Adalbert Dickhut","Gymnastics Artistic","floor exercises men","helsinki-1952","Athlete","","","True","32","Germany","DE","GER","https://olympics.com/en/athletes/adalbert-dickhut","18.40","POINTS","https://olympics.com/en/athletes/adalbert-dickhut",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"29","Adalbert Dickhut","Gymnastics Artistic","parallel bars men","helsinki-1952","Athlete","","","True","19","Germany","DE","GER","https://olympics.com/en/athletes/adalbert-dickhut","18.85","POINTS","https://olympics.com/en/athletes/adalbert-dickhut",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"30","Adalbert Dickhut","Gymnastics Artistic","rings men","helsinki-1952","Athlete","","","True","45","Germany","DE","GER","https://olympics.com/en/athletes/adalbert-dickhut","18.40","POINTS","https://olympics.com/en/athletes/adalbert-dickhut",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"31","Adalbert Dickhut","Gymnastics Artistic","vault men","helsinki-1952","Athlete","","","True","9","Germany","DE","GER","https://olympics.com/en/athletes/adalbert-dickhut","18.85","POINTS","https://olympics.com/en/athletes/adalbert-dickhut",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"32","Adalbert Dickhut","Gymnastics Artistic","individual all-round men","helsinki-1952","Athlete","","","","24","Germany","DE","GER","https://olympics.com/en/athletes/adalbert-dickhut","110.85","POINTS","https://olympics.com/en/athletes/adalbert-dickhut",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"33","Adalbert Dickhut","Gymnastics Artistic","pommel horse men","helsinki-1952","Athlete","","","True","18","Germany","DE","GER","https://olympics.com/en/athletes/adalbert-dickhut","18.75","POINTS","https://olympics.com/en/athletes/adalbert-dickhut",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"34","Adalbert Dickhut","Gymnastics Artistic","horizontal bar men","helsinki-1952","Athlete","","","True","75","Germany","DE","GER","https://olympics.com/en/athletes/adalbert-dickhut","17.60","POINTS","https://olympics.com/en/athletes/adalbert-dickhut",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"35","Adam Wong","Gymnastics Artistic","individual all-round men","beijing-2008","Athlete","","","","15","Canada","CA","CAN","https://olympics.com/en/athletes/adam-wong","89,800","POINTS","https://olympics.com/en/athletes/adam-wong",2,"Athens 2004",1985,"",2004,19,"male",0,0,0
"36","Adam Wong","Gymnastics Artistic","individual all-round men","athens-2004","Athlete","","","","29","Canada","CA","CAN","https://olympics.com/en/athletes/adam-wong","","","https://olympics.com/en/athletes/adam-wong",2,"Athens 2004",1985,"",2004,19,"male",0,0,0
"37","Adem Asil","Artistic Gymnastics","Men's Rings","tokyo-2020","Athlete","","","False","7","Turkey","TR","TUR","https://olympics.com/en/athletes/adem-asil","14.800","POINTS","https://olympics.com/en/athletes/adem-asil",1,"Tokyo 2020",1999,"",2020,21,"male",0,0,0
"38","Adem Asil","Artistic Gymnastics","Men's All-Around","tokyo-2020","Athlete","","","False","15","Turkey","TR","TUR","https://olympics.com/en/athletes/adem-asil","82.499","POINTS","https://olympics.com/en/athletes/adem-asil",1,"Tokyo 2020",1999,"",2020,21,"male",0,0,0
"39","Adem Asil","Artistic Gymnastics","Men's Vault","tokyo-2020","Athlete","","","False","6","Turkey","TR","TUR","https://olympics.com/en/athletes/adem-asil","14.766","POINTS","https://olympics.com/en/athletes/adem-asil",1,"Tokyo 2020",1999,"",2020,21,"male",0,0,0
"40","Adolf Scheffknecht","Gymnastics Artistic","horizontal bar men","berlin-1936","Athlete","","","","34","Austria","AT","AUT","https://olympics.com/en/athletes/adolf-scheffknecht","17.667","POINTS","https://olympics.com/en/athletes/adolf-scheffknecht",1,"Berlin 1936",1914,"",1936,22,"male",0,0,0
"41","Adolf Scheffknecht","Gymnastics Artistic","parallel bars men","berlin-1936","Athlete","","","","83","Austria","AT","AUT","https://olympics.com/en/athletes/adolf-scheffknecht","14.033","POINTS","https://olympics.com/en/athletes/adolf-scheffknecht",1,"Berlin 1936",1914,"",1936,22,"male",0,0,0
"42","Adolf Scheffknecht","Gymnastics Artistic","rings men","berlin-1936","Athlete","","","","105","Austria","AT","AUT","https://olympics.com/en/athletes/adolf-scheffknecht","10.366","POINTS","https://olympics.com/en/athletes/adolf-scheffknecht",1,"Berlin 1936",1914,"",1936,22,"male",0,0,0
"43","Adolf Scheffknecht","Gymnastics Artistic","individual all-round men","berlin-1936","Athlete","","","","87","Austria","AT","AUT","https://olympics.com/en/athletes/adolf-scheffknecht","85.067","POINTS","https://olympics.com/en/athletes/adolf-scheffknecht",1,"Berlin 1936",1914,"",1936,22,"male",0,0,0
"44","Adolf Scheffknecht","Gymnastics Artistic","vault men","berlin-1936","Athlete","","","","86","Austria","AT","AUT","https://olympics.com/en/athletes/adolf-scheffknecht","14.634","POINTS","https://olympics.com/en/athletes/adolf-scheffknecht",1,"Berlin 1936",1914,"",1936,22,"male",0,0,0
"45","Adolf Scheffknecht","Gymnastics Artistic","floor exercises men","berlin-1936","Athlete","","","","78","Austria","AT","AUT","https://olympics.com/en/athletes/adolf-scheffknecht","15.167","POINTS","https://olympics.com/en/athletes/adolf-scheffknecht",1,"Berlin 1936",1914,"",1936,22,"male",0,0,0
"46","Adolf Scheffknecht","Gymnastics Artistic","pommel horse men","berlin-1936","Athlete","","","","84","Austria","AT","AUT","https://olympics.com/en/athletes/adolf-scheffknecht","13.200","POINTS","https://olympics.com/en/athletes/adolf-scheffknecht",1,"Berlin 1936",1914,"",1936,22,"male",0,0,0
"47","Adolf Spinnler","Gymnastics Artistic","Individual All-Around, Field Sports Men","st-louis-1904","Athlete","","","True","64","Switzerland","CH","SUI","https://olympics.com/en/athletes/adolf-spinnler","9.8","POINTS","https://olympics.com/en/athletes/adolf-spinnler",1,"St. Louis 1904",1879,"


1

G



1

B

",1904,25,"male",0,0,0
"48","Adolf Spinnler","Gymnastics Artistic","individual all-round men","st-louis-1904","Athlete","BRONZE","","","3","Switzerland","CH","SUI","https://olympics.com/en/athletes/adolf-spinnler","9.8","POINTS","https://olympics.com/en/athletes/adolf-spinnler",1,"St. Louis 1904",1879,"


1

G



1

B

",1904,25,"male",0,0,1
"49","Adolf Spinnler","Gymnastics Artistic","combined 3 events men","st-louis-1904","Athlete","GOLD","","","1","Switzerland","CH","SUI","https://olympics.com/en/athletes/adolf-spinnler","14.43","POINTS","https://olympics.com/en/athletes/adolf-spinnler",1,"St. Louis 1904",1879,"


1

G



1

B

",1904,25,"male",1,0,0
"51","Adolfina Tacova-Tkacikova","Gymnastics Artistic","vault women","rome-1960","Athlete","","","","4","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/adolfina-tacova-tkacikova","18.783","POINTS","https://olympics.com/en/athletes/adolfina-tacova-tkacikova",2,"Rome 1960",1939,"


2

S

",1960,21,"female",0,0,0
"52","Adolfina Tacova-Tkacikova","Gymnastics Artistic","individual all-round women","rome-1960","Athlete","","","","14","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/adolfina-tacova-tkacikova","74.564","POINTS","https://olympics.com/en/athletes/adolfina-tacova-tkacikova",2,"Rome 1960",1939,"


2

S

",1960,21,"female",0,0,0
"53","Adolfina Tacova-Tkacikova","Gymnastics Artistic","individual all-round women","tokyo-1964","Athlete","","","True","16","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/adolfina-tacova-tkacikova","75.331","POINTS","https://olympics.com/en/athletes/adolfina-tacova-tkacikova",2,"Rome 1960",1939,"


2

S

",1960,21,"female",0,0,0
"57","Adrian-Francisc Gal","Gymnastics Artistic","individual all-round men","barcelona-1992","Athlete","","","True","20","Romania","RO","ROU","https://olympics.com/en/athletes/adrian-francisc-gal","57.050","POINTS","https://olympics.com/en/athletes/adrian-francisc-gal",1,"Barcelona 1992",1970,"",1992,22,"male",0,0,0
"58","Adriana Biagiotti","Gymnastics Artistic","individual all-round women","mexico-city-1968","Athlete","","","","58","Italy","IT","ITA","https://olympics.com/en/athletes/adriana-biagiotti","70.10","POINTS","https://olympics.com/en/athletes/adriana-biagiotti",1,"Mexico City 1968",1947,"",1968,21,"female",0,0,0
"59","Adriana Crisci","Gymnastics Artistic","individual all-round women","sydney-2000","Athlete","","","","25","Italy","IT","ITA","https://olympics.com/en/athletes/adriana-crisci","36.886","POINTS","https://olympics.com/en/athletes/adriana-crisci",1,"Sydney 2000",1982,"",2000,18,"female",0,0,0
"60","Adriana Dunavska","Gymnastics Rhythmic","individual all-round women","seoul-1988","Athlete","SILVER","","","2","Bulgaria","BG","BUL","https://olympics.com/en/athletes/adriana-dunavska","","","https://olympics.com/en/athletes/adriana-dunavska",1,"Seoul 1988",1970,"


1

S

",1988,18,"female",0,1,0
"61","Adrianne Dunnett","Gymnastics Rhythmic","individual all-round women","los-angeles-1984","Athlete","","","","17","Canada","CA","CAN","https://olympics.com/en/athletes/adrianne-dunnett","","","https://olympics.com/en/athletes/adrianne-dunnett",1,"Los Angeles 1984",1961,"",1984,23,"female",0,0,0
"62","Adrienn Nyeste","Gymnastics Artistic","individual all-round women","atlanta-1996","Athlete","","","","30","Hungary","HU","HUN","https://olympics.com/en/athletes/adrienn-nyeste","37.237","POINTS","https://olympics.com/en/athletes/adrienn-nyeste",2,"Atlanta 1996",1978,"",1996,18,"female",0,0,0
"63","Adrienn Varga","Gymnastics Artistic","individual all-round women","atlanta-1996","Athlete","","","","28","Hungary","HU","HUN","https://olympics.com/en/athletes/adrienn-varga","37.592","POINTS","https://olympics.com/en/athletes/adrienn-varga",1,"Atlanta 1996",1980,"",1996,16,"female",0,0,0
"64","Agnes Banfai","Gymnastics Artistic","individual all-round women","mexico-city-1968","Athlete","","","","14","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-banfai","75.10","POINTS","https://olympics.com/en/athletes/agnes-banfai",1,"Mexico City 1968",1947,"",1968,21,"female",0,0,0
"65","Agnes Keleti","Gymnastics Artistic","vault women","helsinki-1952","Athlete","","","True","41","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","18.10","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",0,0,0
"66","Agnes Keleti","Gymnastics Artistic","individual all-round women","melbourne-1956","Athlete","SILVER","","","2","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","74.633","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",0,1,0
"67","Agnes Keleti","Gymnastics Artistic","balance beam women","melbourne-1956","Athlete","GOLD","","","1","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","18.800","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",1,0,0
"68","Agnes Keleti","Gymnastics Artistic","floor exercises women","melbourne-1956","Athlete","GOLD","","True","1","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","18.733","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",1,0,0
"69","Agnes Keleti","Gymnastics Artistic","individual all-round women","helsinki-1952","Athlete","","","","6","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","75.58","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",0,0,0
"70","Agnes Keleti","Gymnastics Artistic","vault women","melbourne-1956","Athlete","","","True","23","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","18.133","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",0,0,0
"71","Agnes Keleti","Gymnastics Artistic","balance beam women","helsinki-1952","Athlete","","","","4","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","18.96","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",0,0,0
"72","Agnes Keleti","Gymnastics Artistic","uneven bars women","helsinki-1952","Athlete","BRONZE","","","3","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","19.16","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",0,0,1
"73","Agnes Keleti","Gymnastics Artistic","uneven bars women","melbourne-1956","Athlete","GOLD","","","1","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","18.966","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",1,0,0
"74","Agnes Keleti","Gymnastics Artistic","floor exercises women","helsinki-1952","Athlete","GOLD","","","1","Hungary","HU","HUN","https://olympics.com/en/athletes/agnes-keleti","19.36","POINTS","https://olympics.com/en/athletes/agnes-keleti",2,"Helsinki 1952",1921,"


5

G



3

S



2

B

",1952,31,"female",1,0,0
"76","Ahmed Dakkeli","Gymnastics Artistic","individual all-round men","rome-1960","Athlete","","","","96","United Arab Republic","","UAR","https://olympics.com/en/athletes/ahmed-dakkeli","103.15","POINTS","https://olympics.com/en/athletes/ahmed-dakkeli",1,"Rome 1960",1935,"",1960,25,"male",0,0,0
"77","Ahmed Fellat","Gymnastics Artistic","individual all-round men","rome-1960","Athlete","","","","124","Morocco","MA","MAR","https://olympics.com/en/athletes/ahmed-fellat","70.70","POINTS","https://olympics.com/en/athletes/ahmed-fellat",1,"Rome 1960",1928,"",1960,32,"male",0,0,0
"78","Ahmed Goneim","Gymnastics Artistic","individual all-round men","rome-1960","Athlete","","","","89","United Arab Republic","","UAR","https://olympics.com/en/athletes/ahmed-goneim","104.50","POINTS","https://olympics.com/en/athletes/ahmed-goneim",1,"Rome 1960",1936,"",1960,24,"male",0,0,0
"79","Ahmed Issa Allam","Gymnastics Artistic","pommel horse men","helsinki-1952","Athlete","","","True","182","Egypt","EG","EGY","https://olympics.com/en/athletes/ahmed-issa-allam","8.25","POINTS","https://olympics.com/en/athletes/ahmed-issa-allam",2,"Helsinki 1952",1931,"",1952,21,"male",0,0,0
"80","Ahmed Issa Allam","Gymnastics Artistic","vault men","helsinki-1952","Athlete","","","","18","Egypt","EG","EGY","https://olympics.com/en/athletes/ahmed-issa-allam","18.75","POINTS","https://olympics.com/en/athletes/ahmed-issa-allam",2,"Helsinki 1952",1931,"",1952,21,"male",0,0,0
"81","Ahmed Issa Allam","Gymnastics Artistic","rings men","helsinki-1952","Athlete","","","True","67","Egypt","EG","EGY","https://olympics.com/en/athletes/ahmed-issa-allam","18.05","POINTS","https://olympics.com/en/athletes/ahmed-issa-allam",2,"Helsinki 1952",1931,"",1952,21,"male",0,0,0
"82","Ahmed Issa Allam","Gymnastics Artistic","individual all-round men","helsinki-1952","Athlete","","","True","126","Egypt","EG","EGY","https://olympics.com/en/athletes/ahmed-issa-allam","97.20","POINTS","https://olympics.com/en/athletes/ahmed-issa-allam",2,"Helsinki 1952",1931,"",1952,21,"male",0,0,0
"83","Ahmed Issa Allam","Gymnastics Artistic","horizontal bar men","helsinki-1952","Athlete","","","True","70","Egypt","EG","EGY","https://olympics.com/en/athletes/ahmed-issa-allam","17.70","POINTS","https://olympics.com/en/athletes/ahmed-issa-allam",2,"Helsinki 1952",1931,"",1952,21,"male",0,0,0
"84","Ahmed Issa Allam","Gymnastics Artistic","individual all-round men","rome-1960","Athlete","","","","110","United Arab Republic","","UAR","https://olympics.com/en/athletes/ahmed-issa-allam","98.70","POINTS","https://olympics.com/en/athletes/ahmed-issa-allam",2,"Helsinki 1952",1931,"",1952,21,"male",0,0,0
"85","Ahmed Issa Allam","Gymnastics Artistic","parallel bars men","helsinki-1952","Athlete","","","True","67","Egypt","EG","EGY","https://olympics.com/en/athletes/ahmed-issa-allam","18.00","POINTS","https://olympics.com/en/athletes/ahmed-issa-allam",2,"Helsinki 1952",1931,"",1952,21,"male",0,0,0
"86","Ahmed Issa Allam","Gymnastics Artistic","floor exercises men","helsinki-1952","Athlete","","","True","122","Egypt","EG","EGY","https://olympics.com/en/athletes/ahmed-issa-allam","16.45","POINTS","https://olympics.com/en/athletes/ahmed-issa-allam",2,"Helsinki 1952",1931,"",1952,21,"male",0,0,0
"87","Ahmet Onder","Artistic Gymnastics","Men's Vault","tokyo-2020","Athlete","","","False","7","Turkey","TR","TUR","https://olympics.com/en/athletes/ahmet-onder","14.466","POINTS","https://olympics.com/en/athletes/ahmet-onder",1,"Tokyo 2020",1996,"",2020,24,"male",0,0,0
"88","Ahmet Onder","Artistic Gymnastics","Men's All-Around","tokyo-2020","Athlete","","","False","DNF","Turkey","TR","TUR","https://olympics.com/en/athletes/ahmet-onder","","IRM","https://olympics.com/en/athletes/ahmet-onder",1,"Tokyo 2020",1996,"",2020,24,"male",0,0,0
"89","Ake Roine","Gymnastics Artistic","parallel bars men","paris-1924","Athlete","","","","54","Finland","FI","FIN","https://olympics.com/en/athletes/ake-roine","17.03","POINTS","https://olympics.com/en/athletes/ake-roine",1,"Paris 1924",1896,"",1924,28,"male",0,0,0
"90","Ake Roine","Gymnastics Artistic","horizontal bar men","paris-1924","Athlete","","","","56","Finland","FI","FIN","https://olympics.com/en/athletes/ake-roine","12.233","POINTS","https://olympics.com/en/athletes/ake-roine",1,"Paris 1924",1896,"",1924,28,"male",0,0,0
"91","Ake Roine","Gymnastics Artistic","vault men","paris-1924","Athlete","","","","37","Finland","FI","FIN","https://olympics.com/en/athletes/ake-roine","7.220","POINTS","https://olympics.com/en/athletes/ake-roine",1,"Paris 1924",1896,"",1924,28,"male",0,0,0
"92","Ake Roine","Gymnastics Artistic","Sidehorse vault men","paris-1924","Athlete","","","","69","Finland","FI","FIN","https://olympics.com/en/athletes/ake-roine","6.870","POINTS","https://olympics.com/en/athletes/ake-roine",1,"Paris 1924",1896,"",1924,28,"male",0,0,0
"93","Ake Roine","Gymnastics Artistic","pommel horse men","paris-1924","Athlete","","","","64","Finland","FI","FIN","https://olympics.com/en/athletes/ake-roine","8.070","POINTS","https://olympics.com/en/athletes/ake-roine",1,"Paris 1924",1896,"",1924,28,"male",0,0,0
"94","Ake Roine","Gymnastics Artistic","rings men","paris-1924","Athlete","","","","66","Finland","FI","FIN","https://olympics.com/en/athletes/ake-roine","10.080","POINTS","https://olympics.com/en/athletes/ake-roine",1,"Paris 1924",1896,"",1924,28,"male",0,0,0
"95","Ake Roine","Gymnastics Artistic","individual all-round men","paris-1924","Athlete","","","","56","Finland","FI","FIN","https://olympics.com/en/athletes/ake-roine","66.503","POINTS","https://olympics.com/en/athletes/ake-roine",1,"Paris 1924",1896,"",1924,28,"male",0,0,0
"96","Ake Roine","Gymnastics Artistic","rope climbing men","paris-1924","Athlete","","","True","41","Finland","FI","FIN","https://olympics.com/en/athletes/ake-roine","10200","TIME","https://olympics.com/en/athletes/ake-roine",1,"Paris 1924",1896,"",1924,28,"male",0,0,0
"97","Akinori Nakayama","Gymnastics Artistic","rings men","munich-1972","Athlete","GOLD","","","1","Japan","JP","JPN","https://olympics.com/en/athletes/akinori-nakayama","19.350","POINTS","https://olympics.com/en/athletes/akinori-nakayama",2,"Mexico City 1968",1943,"


6

G



2

S



2

B

",1968,25,"male",1,0,0
